EmployeeID,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,EngagementScore,PromotionLast5Years,Attrition
1039,41,Male,HR,Sales Executive,3,8570,6,3,No,8,4,3,3,1,3,0.31,0,0
1040,45,Male,R&D,Technician,3,10604,17,7,Yes,28,8,2,1,1,1,0.07,0,1
1041,47,Male,Marketing,Consultant,2,11729,19,2,Yes,22,2,3,1,3,1,0.47,0,1
1042,40,Male,Marketing,Engineer,5,6249,6,7,Yes,16,5,2,2,4,3,0.99,1,0
1043,26,Female,Sales,Consultant,5,8346,15,6,Yes,12,4,3,4,4,4,0.29,0,0
1044,36,Female,IT,HR Specialist,4,10408,3,6,No,17,4,2,4,1,2,0.0,0,0
1045,39,Male,IT,Technician,5,8625,12,8,Yes,21,1,3,4,2,3,0.8,1,1
1046,39,Male,Finance,Manager,2,11216,9,3,No,7,9,4,3,4,2,0.25,0,0
1047,41,Male,R&D,Sales Executive,4,4813,1,7,No,20,4,4,1,4,1,0.85,0,1
1048,47,Female,IT,Sales Executive,3,2805,18,1,No,36,2,3,1,3,3,0.26,0,0
1049,59,Male,Finance,Technician,5,5349,13,2,No,13,1,2,4,1,4,0.87,1,0
1050,26,Female,Sales,Engineer,2,9361,5,3,No,29,5,3,1,2,3,0.91,1,1
1051,20,Female,R&D,HR Specialist,2,4816,12,8,No,37,0,3,3,2,3,0.58,0,1
1052,51,Female,R&D,Consultant,3,13001,11,0,No,8,5,2,1,4,1,0.83,1,1
1053,32,Female,Marketing,Consultant,2,11463,11,6,Yes,20,7,2,2,3,1,0.87,0,0
1054,49,Male,HR,Analyst,4,8231,11,1,Yes,10,2,2,4,2,2,0.35,1,0
1055,42,Male,Marketing,Sales Executive,4,10625,10,4,No,15,9,2,4,2,1,0.66,1,0
1056,38,Female,Sales,Consultant,1,9420,13,0,Yes,12,6,2,3,1,1,0.6,1,1
1057,51,Male,Marketing,Manager,3,10620,3,5,Yes,16,2,1,2,2,2,0.43,1,0
1058,49,Male,R&D,Sales Executive,2,11379,12,2,No,8,5,1,1,3,3,0.76,1,1
1059,48,Male,Marketing,Sales Executive,5,6257,7,5,No,20,6,4,3,4,3,0.47,0,0
1060,48,Female,Finance,Analyst,4,12746,2,7,No,14,2,2,1,4,1,0.27,1,0
1061,49,Male,Marketing,Analyst,3,4312,13,7,No,37,4,4,1,3,4,0.28,1,0
1062,35,Male,IT,HR Specialist,3,3995,18,3,No,26,2,4,1,1,4,0.0,1,0
1063,59,Male,Sales,Consultant,4,12349,17,6,Yes,38,3,3,4,1,3,0.08,1,1
1064,38,Male,Sales,Consultant,1,6995,10,5,No,29,4,3,4,4,2,0.14,0,0
1065,37,Male,R&D,Sales Executive,3,3742,12,1,Yes,13,6,2,2,1,3,0.71,0,1
1066,20,Male,Marketing,Sales Executive,2,11534,5,5,Yes,34,3,2,3,3,1,0.12,0,1
1067,33,Male,R&D,Engineer,5,3155,17,1,No,22,3,3,4,1,2,0.22,0,1
1068,21,Male,R&D,Engineer,5,5204,19,3,No,26,1,4,3,3,3,0.48,0,0
1069,47,Male,Finance,Consultant,4,10585,0,4,Yes,34,4,3,3,3,3,0.34,0,0
1070,49,Male,HR,Technician,3,8763,1,8,Yes,24,2,2,3,1,3,0.78,0,0
1071,57,Female,R&D,Technician,5,8947,6,2,Yes,21,3,3,2,2,4,0.1,0,1
1072,23,Male,HR,Manager,3,9202,4,4,No,31,7,3,3,1,4,0.98,0,0
1073,20,Female,HR,Consultant,4,13834,18,1,No,12,3,3,2,3,2,0.83,0,0
1074,27,Male,Sales,Consultant,1,6817,1,2,Yes,24,5,1,3,4,2,0.5,0,0
1075,48,Female,IT,Consultant,5,4040,2,4,No,21,2,3,4,4,2,0.13,0,0
1076,58,Female,IT,Manager,2,4078,19,6,No,4,0,3,2,4,4,0.1,0,0
1077,22,Male,Marketing,Engineer,4,4864,9,5,Yes,25,3,4,4,2,2,0.16,0,1
1078,51,Female,Finance,Technician,1,13653,9,1,Yes,8,5,2,4,1,3,0.18,0,0
1079,29,Female,Finance,Consultant,2,7829,7,8,No,36,8,1,1,2,1,0.75,0,1
1080,29,Female,IT,Manager,2,8249,8,7,No,34,4,4,1,3,1,0.97,0,0
1081,38,Male,Marketing,Sales Executive,5,9442,1,8,No,27,6,2,4,1,3,0.76,1,0
1082,53,Female,IT,Technician,3,7215,2,8,No,28,0,3,2,1,3,0.77,0,0
1083,52,Female,Marketing,Analyst,4,7112,15,4,Yes,29,7,4,2,4,2,0.95,1,0
1084,42,Male,Marketing,Technician,2,8937,3,6,Yes,29,3,2,2,2,1,0.1,0,1
1085,47,Female,Marketing,Sales Executive,5,6256,5,6,No,10,7,3,2,1,2,0.1,0,0
1086,51,Female,Marketing,Engineer,1,11521,12,9,Yes,32,8,3,4,4,2,0.9,0,1
1087,26,Female,Sales,HR Specialist,2,11838,5,8,No,8,2,3,3,2,4,0.55,1,0
1088,48,Male,Sales,HR Specialist,1,9891,9,8,Yes,17,3,3,3,2,3,0.25,0,1
1089,27,Female,IT,Engineer,4,8339,16,5,No,12,5,1,4,3,2,0.2,0,0
1090,20,Male,Marketing,Sales Executive,5,12847,7,2,Yes,26,2,3,1,1,3,0.61,1,1
1091,22,Female,R&D,Manager,1,4385,8,7,Yes,3,8,3,1,2,1,0.64,0,1
1092,43,Female,Marketing,Technician,3,13029,1,0,Yes,11,2,2,3,2,1,0.76,0,0
1093,42,Female,R&D,Technician,1,7429,16,9,Yes,14,6,3,2,2,2,0.65,0,1
1094,27,Female,Sales,Manager,1,7298,19,3,Yes,7,6,3,2,2,4,0.72,0,0
1095,56,Male,Marketing,HR Specialist,5,14624,10,9,Yes,26,4,1,2,3,2,0.71,1,0
1096,22,Female,HR,Consultant,5,5305,17,1,No,37,5,3,4,1,1,0.05,0,1
1097,52,Male,IT,Consultant,2,5320,2,4,No,33,0,3,3,1,1,0.71,0,0
1098,47,Female,Marketing,Engineer,1,8275,8,6,Yes,32,2,2,4,3,4,0.16,0,1
1099,27,Male,Finance,Consultant,1,8392,7,0,Yes,38,2,2,3,1,1,0.5,0,0
1100,53,Female,R&D,Engineer,5,14068,6,3,No,20,1,3,4,3,4,0.25,0,0
1101,54,Female,Marketing,Consultant,3,5526,6,2,Yes,10,0,4,1,4,3,0.68,0,0
1102,51,Male,HR,Analyst,5,8642,7,3,Yes,15,8,2,4,1,4,0.3,0,0
1103,43,Male,R&D,HR Specialist,3,14350,19,5,No,15,3,3,1,4,4,0.91,0,1
1104,33,Male,HR,Engineer,5,6914,4,9,Yes,6,7,3,4,2,4,0.05,0,0
1105,51,Male,IT,Analyst,4,12496,2,5,Yes,25,6,3,1,3,3,0.47,0,1
1106,35,Female,IT,Manager,1,11463,18,0,Yes,1,5,2,4,1,4,0.43,1,0
1107,23,Male,IT,HR Specialist,3,3287,1,2,No,6,0,3,3,2,2,0.19,0,1
1108,56,Male,Sales,HR Specialist,4,6944,13,0,Yes,13,2,4,3,4,2,0.07,0,1
1109,40,Male,HR,Engineer,3,2360,1,0,No,11,4,3,3,3,2,0.23,0,0
1110,33,Female,Marketing,Engineer,2,3974,9,0,Yes,24,0,2,2,2,2,0.13,0,1
1111,50,Female,Finance,Sales Executive,2,13119,19,2,No,20,0,3,4,4,4,0.19,0,0
1112,37,Female,Finance,Consultant,1,5464,9,1,Yes,26,9,3,1,3,1,0.86,0,0
1113,26,Female,IT,Manager,4,4226,16,3,No,25,8,2,1,3,4,0.72,0,0
1114,29,Male,Finance,Manager,4,7044,1,6,No,12,0,3,1,4,2,0.14,0,1
1115,26,Female,R&D,Technician,2,7625,0,1,No,9,3,2,2,3,4,0.9,1,1
1116,52,Male,HR,Analyst,1,3850,17,1,No,36,7,4,3,2,4,0.89,1,0
1117,42,Female,HR,Analyst,2,7932,3,6,Yes,9,8,2,1,1,2,0.25,0,1
1118,40,Male,HR,Sales Executive,4,12738,0,8,No,33,5,3,4,4,4,0.05,1,0
1119,38,Male,R&D,Technician,3,12916,16,2,No,34,7,3,4,4,2,0.69,0,1
1120,38,Male,Marketing,Manager,4,13866,2,9,No,24,5,1,1,1,1,0.58,0,1
1121,55,Male,Sales,Consultant,1,5905,1,7,Yes,33,7,2,2,3,2,0.38,1,0
1122,48,Male,R&D,Consultant,4,5775,17,5,Yes,33,6,3,1,3,2,0.05,0,0
1123,37,Female,HR,Consultant,5,14579,3,5,Yes,29,8,3,2,1,1,0.13,0,0
1124,21,Male,HR,Consultant,4,14875,2,2,No,38,8,3,4,1,3,0.6,0,1
1125,20,Male,HR,Analyst,5,2817,11,9,No,13,1,3,1,4,2,0.67,0,1
1126,24,Male,Marketing,Manager,2,4146,15,8,No,18,4,3,2,1,2,0.21,1,1
1127,39,Male,Finance,Consultant,5,9774,10,8,No,35,1,3,3,3,3,0.45,1,0
1128,30,Female,Sales,Manager,4,10372,9,3,Yes,2,5,3,2,1,3,0.87,0,1
1129,21,Female,R&D,Technician,4,9096,18,9,Yes,25,3,3,3,1,2,0.24,0,1
1130,22,Male,HR,Analyst,4,9833,9,5,Yes,6,7,2,1,2,2,0.88,0,1
1131,42,Male,IT,Engineer,1,6469,2,4,Yes,25,9,4,3,3,3,0.29,0,1
1132,31,Male,Sales,Engineer,2,7955,5,3,No,20,3,3,1,1,2,0.86,0,0
1133,39,Male,IT,Technician,5,6719,13,1,Yes,14,5,2,1,2,2,0.58,0,0
1134,24,Female,Sales,Analyst,3,9850,11,3,No,4,0,4,3,2,3,0.75,1,0
1135,56,Female,HR,Sales Executive,5,8014,7,6,No,8,3,4,1,3,1,0.34,0,0
1136,57,Male,Sales,HR Specialist,4,6958,1,2,Yes,34,3,3,1,4,3,0.14,1,0
1137,49,Male,Sales,Technician,3,8265,8,2,Yes,28,5,2,3,4,3,0.15,0,0
1138,28,Male,HR,Manager,3,2441,13,2,Yes,2,7,1,1,1,1,0.16,1,0
1139,53,Male,Marketing,Technician,5,9884,0,8,No,17,3,3,3,1,4,0.2,1,0
1140,54,Male,IT,HR Specialist,5,12484,2,0,Yes,4,3,2,3,3,2,0.88,0,0
1141,41,Female,Marketing,Technician,5,11854,19,4,Yes,34,2,4,1,4,2,0.49,0,1
1142,43,Female,IT,Analyst,5,9658,5,8,No,27,7,3,2,2,2,0.22,0,1
1143,36,Male,Finance,Manager,2,11062,19,6,No,19,5,3,4,3,1,0.63,1,0
1144,29,Female,IT,HR Specialist,1,13066,12,0,Yes,28,3,3,4,4,3,0.08,0,0
1145,49,Female,IT,Consultant,1,12691,10,3,Yes,38,4,3,4,2,4,0.18,0,0
1146,42,Female,Sales,Engineer,5,5212,14,5,No,34,1,3,3,1,1,0.55,1,1
1147,51,Male,Finance,Sales Executive,1,11848,17,4,Yes,32,8,2,1,3,4,0.48,0,1
1148,36,Female,HR,Technician,5,3896,18,1,No,31,7,4,1,3,1,0.22,1,1
1149,36,Female,HR,Technician,5,3089,18,0,No,6,1,3,2,1,3,0.05,0,0
1150,33,Male,R&D,HR Specialist,5,10674,5,3,No,6,7,2,3,4,4,0.6,0,0
1151,28,Female,Finance,Sales Executive,2,2308,14,9,No,28,5,1,2,2,3,0.89,0,0
1152,59,Male,Sales,Technician,4,10784,13,4,No,8,0,3,3,2,3,0.77,0,0
1153,21,Female,R&D,Engineer,1,14035,4,3,Yes,1,9,3,1,4,1,0.2,0,1
1154,44,Male,R&D,HR Specialist,1,3018,10,2,Yes,16,3,4,3,3,4,0.7,0,0
1155,58,Male,HR,Analyst,2,6493,19,9,No,19,4,2,1,4,4,0.23,0,0
1156,28,Female,IT,Manager,2,14756,12,7,No,18,1,3,4,4,4,0.76,0,1
1157,41,Female,Sales,Engineer,5,14904,12,5,Yes,30,9,2,1,4,3,0.76,0,0
1158,23,Male,Finance,Sales Executive,5,14384,3,2,Yes,16,4,1,2,2,4,0.22,0,0
1159,45,Male,R&D,Sales Executive,4,5261,8,5,No,33,0,3,4,2,2,0.02,0,0
1160,48,Female,Sales,Engineer,1,9084,12,9,No,28,1,2,4,1,3,0.52,1,1
1161,53,Female,HR,Consultant,2,6290,7,7,No,16,0,3,1,2,1,0.63,0,0
1162,42,Female,R&D,Analyst,4,9101,19,6,No,11,1,3,4,1,3,0.27,0,1
1163,56,Female,R&D,Technician,1,3357,10,0,Yes,6,1,2,4,2,2,0.42,1,0
1164,30,Male,Marketing,Analyst,4,2082,18,5,Yes,14,6,3,2,1,1,0.46,1,1
1165,25,Male,HR,Technician,4,10442,0,0,Yes,36,6,3,4,4,3,0.73,0,0
1166,37,Male,Marketing,Technician,5,11285,8,3,No,22,6,3,3,3,3,0.19,1,0
1167,40,Female,HR,Sales Executive,4,7411,1,9,Yes,23,1,2,3,4,3,0.09,0,1
1168,55,Female,HR,Technician,5,4387,3,2,No,31,2,3,4,3,2,0.27,1,0
1169,57,Male,Marketing,Engineer,1,3408,3,6,No,28,1,3,1,4,3,0.5,0,1
1170,53,Male,Sales,Consultant,1,11673,0,1,Yes,19,4,3,2,3,3,0.14,0,1
1171,36,Male,Sales,Technician,5,13403,17,3,No,22,2,2,2,2,1,0.23,1,0
1172,56,Male,Sales,Engineer,3,11290,13,4,No,1,9,2,4,3,2,0.5,0,1
1173,44,Male,IT,Manager,4,14387,12,1,Yes,3,5,1,1,3,3,0.72,1,1
1174,57,Male,R&D,Sales Executive,1,5728,7,8,No,8,5,2,2,1,1,0.03,1,1
1175,31,Female,Sales,Analyst,4,7294,5,1,No,13,4,3,3,4,2,0.57,0,0
1176,42,Male,IT,HR Specialist,3,14084,16,5,Yes,1,1,3,4,1,1,0.38,0,0
1177,41,Male,R&D,Analyst,4,10924,10,7,No,29,7,3,4,3,2,0.56,0,0
1178,40,Male,Sales,Analyst,3,2322,14,6,No,13,5,3,4,3,1,0.64,0,1
1179,46,Male,HR,Consultant,2,4057,6,5,Yes,29,1,1,2,2,1,0.04,1,1
1180,50,Male,Finance,HR Specialist,3,5060,7,7,No,30,0,3,4,2,3,0.54,1,1
1181,25,Male,Sales,Consultant,1,5700,10,4,Yes,16,5,2,3,4,1,0.95,0,0
1182,46,Male,Finance,Sales Executive,5,7635,1,9,No,34,1,3,2,4,2,0.42,1,1
1183,59,Female,Sales,Technician,5,5384,19,8,No,3,3,3,3,4,2,0.91,1,0
1184,53,Male,HR,Manager,4,11453,10,1,Yes,29,3,3,1,2,2,0.97,1,1
1185,31,Female,Finance,Analyst,2,10997,13,5,Yes,30,8,2,3,2,4,0.62,0,1
1186,26,Female,IT,Consultant,4,11725,12,9,No,34,9,3,4,1,3,0.52,0,0
1187,29,Female,HR,Technician,3,12233,7,6,No,4,9,1,4,4,3,0.77,0,1
1188,36,Male,Finance,Analyst,5,6225,11,8,No,8,6,2,3,4,4,0.79,1,1
1189,45,Male,Finance,Sales Executive,3,14016,8,4,Yes,18,8,3,3,2,2,0.62,0,1
1190,40,Male,Marketing,Sales Executive,5,5456,9,5,Yes,22,5,1,1,3,1,0.0,0,0
1191,47,Male,Marketing,Engineer,5,5664,10,8,No,10,0,2,4,4,2,0.65,0,0
1192,21,Male,HR,Sales Executive,5,5096,10,9,Yes,14,9,3,1,1,1,0.88,1,1
1193,20,Male,HR,Sales Executive,1,9428,15,5,No,31,7,2,2,1,1,0.07,0,0
1194,55,Male,HR,Analyst,3,9565,17,0,Yes,35,3,4,1,4,1,0.3,0,1
1195,45,Male,R&D,Manager,4,6659,8,3,No,2,9,3,3,2,1,0.86,1,1
1196,48,Male,IT,Consultant,2,11545,2,3,Yes,2,7,3,4,2,1,0.63,0,1
1197,40,Male,Sales,Analyst,4,2148,3,2,Yes,35,2,4,4,4,4,0.11,0,0
1198,30,Female,Marketing,Consultant,3,7730,19,7,No,34,5,3,3,1,2,0.6,0,0
1199,59,Male,Finance,Technician,2,9163,18,5,No,29,3,3,4,3,2,0.62,1,0
1200,30,Male,Marketing,Consultant,4,11975,9,6,No,6,9,4,1,3,3,0.11,0,0
1201,55,Male,Sales,Sales Executive,2,8262,12,8,No,4,3,2,4,4,2,0.17,0,0
1202,58,Female,HR,Engineer,3,7553,0,7,Yes,1,1,4,2,4,1,0.58,0,0
1203,59,Male,Marketing,Manager,5,12467,11,2,Yes,35,3,4,3,3,2,0.41,0,1
1204,54,Male,IT,Engineer,3,2614,10,3,No,26,0,1,3,2,4,0.23,1,1
1205,53,Female,IT,HR Specialist,1,12016,4,0,Yes,29,0,3,3,4,1,0.63,0,0
1206,43,Male,R&D,Engineer,2,10431,1,3,No,11,4,2,2,3,4,0.11,0,0
1207,41,Female,Marketing,Engineer,3,2912,16,8,Yes,4,0,4,4,3,3,0.11,0,1
1208,24,Female,HR,Technician,5,5013,16,4,Yes,22,2,2,1,4,2,0.01,0,1
1209,52,Female,Finance,Sales Executive,5,7409,19,2,No,33,2,3,3,1,2,0.65,0,0
1210,55,Female,R&D,Technician,3,13945,14,1,No,34,9,4,3,4,4,0.93,0,0
1211,39,Male,HR,Sales Executive,4,2158,3,5,No,31,3,3,4,2,2,0.02,1,0
1212,38,Female,R&D,Technician,3,14850,10,3,No,10,0,4,1,4,1,0.4,1,1
1213,54,Female,Marketing,Sales Executive,5,14763,0,5,No,35,6,3,2,3,3,0.18,0,1
1214,36,Male,Sales,Consultant,3,2547,9,2,No,28,3,4,1,3,4,0.65,0,0
1215,53,Male,Marketing,Sales Executive,1,7132,17,2,Yes,23,6,4,1,2,1,0.45,0,1
1216,28,Male,HR,Sales Executive,4,4900,14,0,Yes,12,4,1,2,4,4,0.59,0,0
1217,45,Female,Finance,Engineer,3,9674,18,8,Yes,29,0,3,1,3,2,0.84,1,0
1218,21,Male,Finance,HR Specialist,5,4265,3,6,No,2,3,4,2,4,3,0.57,0,1
1219,28,Female,HR,Sales Executive,3,10946,5,8,Yes,13,4,4,1,1,1,0.54,0,0
1220,28,Female,R&D,HR Specialist,3,2734,1,0,No,36,3,2,4,3,4,0.14,1,0
1221,59,Male,IT,HR Specialist,2,5791,12,7,Yes,26,6,4,2,3,3,0.46,1,1
1222,36,Male,HR,Analyst,3,13020,1,1,No,17,0,2,4,3,1,0.63,0,0
1223,20,Male,Marketing,Analyst,1,6317,12,2,Yes,33,8,4,1,1,3,0.71,1,1
1224,44,Male,Finance,Manager,5,12527,14,0,Yes,22,5,1,1,4,1,0.08,0,0
1225,59,Male,Sales,Consultant,2,3924,17,6,No,2,7,4,1,1,3,0.68,0,1
1226,44,Male,Finance,Technician,3,2523,10,4,No,10,7,1,4,3,2,0.2,0,0
1227,58,Female,IT,Analyst,4,11702,4,2,No,39,8,2,4,3,4,0.66,0,1
1228,54,Female,Finance,Sales Executive,1,12938,13,3,No,26,4,3,1,3,2,0.28,0,1
1229,22,Male,IT,HR Specialist,1,14968,15,9,Yes,30,7,2,1,1,2,0.59,0,1
1230,56,Female,HR,Technician,1,7924,13,5,No,22,7,3,2,1,1,0.16,1,1
1231,49,Female,Finance,Manager,2,10809,8,5,No,11,5,2,3,4,3,0.96,0,0
1232,57,Female,R&D,Analyst,3,2860,5,1,No,22,9,3,2,4,2,0.7,0,0
1233,53,Female,Marketing,Engineer,1,8184,8,6,Yes,24,7,3,3,2,1,0.25,0,0
1234,31,Female,R&D,Consultant,3,9492,4,1,No,29,4,2,3,3,1,0.83,1,1
1235,38,Female,Marketing,Technician,4,7880,10,8,No,10,9,2,1,4,4,0.96,1,0
1236,56,Male,Finance,Manager,3,9901,11,1,Yes,34,7,3,4,3,1,0.54,0,1
1237,36,Male,Finance,Sales Executive,3,14680,16,4,No,25,9,1,1,1,4,0.35,0,0
1238,29,Male,Marketing,Technician,3,3307,5,7,No,21,2,3,1,2,4,0.19,0,0
1239,31,Female,Sales,HR Specialist,5,8346,19,7,No,39,3,2,2,3,3,0.62,0,0
1240,35,Male,Finance,Sales Executive,2,13092,5,3,Yes,13,2,3,3,3,3,0.25,0,1
1241,43,Male,Sales,Sales Executive,3,4821,14,6,No,2,4,4,2,4,3,0.89,0,0
1242,38,Male,Sales,Technician,1,5865,16,7,No,6,4,4,1,2,3,0.27,0,1
1243,27,Female,Marketing,Engineer,5,13506,2,7,Yes,1,4,2,3,2,3,0.11,0,1
1244,50,Male,Sales,Engineer,3,8925,18,4,Yes,28,1,1,2,1,1,0.99,0,1
1245,40,Female,Sales,Technician,5,10226,1,9,Yes,22,8,2,2,1,1,0.39,1,0
1246,36,Male,HR,Technician,2,4100,8,1,Yes,11,6,4,2,3,1,0.66,0,0
1247,42,Male,R&D,Technician,5,11571,8,1,No,39,7,4,1,4,2,0.27,0,1
1248,56,Male,Sales,Consultant,1,14437,6,4,No,5,1,2,4,2,3,0.25,0,0
1249,35,Female,R&D,Consultant,3,2436,15,3,Yes,18,9,3,4,4,1,0.43,1,0
1250,25,Female,Sales,HR Specialist,1,14737,5,3,Yes,20,9,3,1,2,3,0.85,0,1
1251,27,Female,R&D,Analyst,4,4572,8,2,No,12,6,3,3,1,4,0.56,0,0
1252,44,Female,Finance,Sales Executive,5,6362,12,8,Yes,21,2,4,3,3,2,0.52,0,0
1253,37,Female,Finance,Technician,5,14171,1,7,Yes,27,4,4,3,2,2,0.39,0,1
1254,44,Male,R&D,Consultant,5,2308,13,3,No,34,6,3,2,3,1,0.25,1,0
1255,31,Male,Sales,Analyst,2,14552,4,6,Yes,18,8,4,3,1,2,0.76,0,0
1256,34,Female,HR,HR Specialist,1,2491,10,7,No,34,9,3,1,3,3,0.02,0,0
1257,45,Female,R&D,Sales Executive,4,7308,14,5,No,2,0,3,4,1,4,0.94,0,0
1258,45,Male,IT,Analyst,2,2521,5,1,Yes,14,5,4,1,4,4,0.77,0,1
1259,51,Female,HR,Sales Executive,2,3914,5,7,Yes,39,5,3,4,3,3,0.32,0,1
1260,29,Male,IT,Engineer,3,4925,15,2,Yes,1,1,1,1,2,1,0.84,1,0
1261,35,Female,R&D,Technician,4,11560,19,3,No,28,9,4,2,3,2,0.34,0,0
1262,26,Male,Sales,Engineer,5,5290,3,3,Yes,27,8,4,4,4,1,0.32,0,0
1263,36,Female,IT,Manager,5,12333,4,6,Yes,30,4,4,4,4,4,0.31,0,1
1264,42,Female,R&D,HR Specialist,3,5229,5,7,No,22,8,3,2,2,4,0.4,0,1
1265,45,Male,HR,Technician,5,14321,12,8,No,12,3,2,2,2,1,0.83,0,1
1266,40,Male,Sales,Analyst,1,13040,13,0,Yes,1,4,2,1,2,3,0.26,1,1
1267,41,Female,IT,Sales Executive,5,5577,12,0,No,33,4,3,1,1,1,0.62,0,1
1268,26,Female,R&D,Consultant,1,7609,9,6,No,1,4,3,1,2,4,0.17,0,0
1269,33,Male,Sales,Manager,3,4571,16,3,Yes,5,8,3,3,3,3,0.99,0,0
1270,34,Female,Sales,HR Specialist,3,2232,17,9,No,5,0,3,4,1,1,0.22,0,0
1271,26,Male,Finance,HR Specialist,1,11814,6,7,Yes,7,7,4,3,2,4,0.83,1,1
1272,28,Male,Sales,HR Specialist,5,4652,3,4,No,20,6,3,1,2,3,0.23,0,0
1273,27,Female,R&D,Analyst,3,8250,15,0,Yes,26,0,3,2,1,3,0.45,0,1
1274,42,Male,HR,Technician,3,3216,9,1,Yes,6,1,3,4,1,1,0.26,0,1
1275,48,Male,Marketing,Engineer,1,5539,19,9,Yes,26,0,3,3,2,1,0.74,0,0
1276,37,Female,Finance,Manager,3,2521,18,2,No,3,3,3,3,1,1,0.66,1,0
1277,50,Male,R&D,Analyst,5,14924,2,1,No,39,9,3,1,2,2,0.12,0,1
1278,49,Male,R&D,Sales Executive,3,13026,18,8,No,14,8,3,2,2,1,0.8,1,1
1279,58,Male,R&D,Analyst,1,5066,12,6,Yes,14,0,3,1,2,3,0.9,0,1
1280,54,Male,IT,Sales Executive,5,13391,7,1,Yes,20,2,2,1,4,3,0.07,0,1
1281,37,Female,IT,Sales Executive,4,2340,17,6,No,9,6,3,2,1,3,0.1,1,1
1282,58,Male,HR,HR Specialist,1,12936,18,9,Yes,6,3,2,1,3,1,0.06,0,0
1283,36,Female,R&D,Analyst,4,14138,17,0,Yes,2,5,4,3,4,2,0.26,0,0
1284,33,Male,IT,Engineer,3,14130,18,4,No,38,6,3,2,4,2,0.94,0,1
1285,50,Female,IT,Sales Executive,5,10250,3,4,Yes,33,5,3,3,3,3,0.19,1,1
1286,43,Male,IT,Consultant,3,5253,12,8,No,5,7,1,1,4,4,0.96,1,0
1287,54,Female,HR,HR Specialist,5,6681,11,3,No,13,1,3,2,1,2,0.3,0,0
1288,53,Male,HR,Engineer,2,7633,14,3,Yes,15,0,2,3,1,2,0.77,0,1
1289,22,Male,R&D,Analyst,3,2242,14,5,No,34,6,3,3,3,4,0.59,1,0
1290,56,Male,Finance,Engineer,3,2227,9,1,No,9,2,3,3,1,1,0.22,0,1
1291,59,Male,R&D,Analyst,3,8703,18,9,Yes,26,3,4,2,4,3,0.86,0,0
1292,45,Female,IT,Sales Executive,1,14805,7,5,No,30,6,4,3,4,3,0.04,0,0
1293,42,Female,Marketing,Manager,5,4602,18,6,No,22,1,2,4,3,2,0.01,0,0
1294,58,Male,IT,Manager,5,10318,8,3,Yes,25,6,3,2,2,3,0.44,0,1
1295,34,Female,Sales,Technician,5,6430,6,9,Yes,4,3,3,3,1,1,0.42,0,1
1296,23,Male,Marketing,Technician,1,6853,7,8,No,28,8,2,4,2,2,0.66,1,1
1297,48,Male,Marketing,Sales Executive,5,11623,8,4,No,37,0,1,2,4,2,0.03,0,0
1298,41,Female,R&D,Engineer,3,4168,16,2,No,10,2,4,3,4,4,0.68,1,1
1299,44,Female,IT,Analyst,4,14151,14,8,Yes,9,7,3,2,4,4,0.55,0,0
1300,32,Female,IT,Manager,2,4748,15,0,No,36,6,3,4,3,1,0.33,1,0
1301,37,Male,Finance,Analyst,5,3308,6,7,No,1,1,2,4,4,1,0.48,0,0
1302,52,Male,Sales,Sales Executive,1,12317,9,0,Yes,30,4,3,1,1,4,0.07,0,1
1303,35,Female,R&D,Engineer,1,3593,18,9,No,11,6,4,2,2,1,0.44,0,1
1304,21,Male,HR,Consultant,5,14271,5,7,Yes,25,4,2,2,2,1,0.55,0,1
1305,54,Female,R&D,Analyst,4,3493,11,4,Yes,11,9,3,3,1,2,0.64,0,0
1306,53,Female,Marketing,Engineer,5,12222,14,6,Yes,5,0,3,4,2,4,0.01,0,0
1307,49,Female,R&D,Consultant,1,13444,9,7,Yes,27,4,2,3,1,3,0.77,0,0
1308,32,Female,Finance,Manager,2,14552,17,0,No,23,9,3,1,2,4,0.3,0,0
1309,32,Female,R&D,Analyst,4,9883,3,0,Yes,19,2,3,1,2,4,0.36,1,0
1310,37,Female,Finance,HR Specialist,5,6777,10,6,Yes,3,0,4,3,2,1,0.75,0,0
1311,51,Male,Marketing,Manager,2,8438,4,0,Yes,8,9,3,1,3,3,0.98,0,1
1312,51,Male,Finance,Engineer,5,9108,12,3,Yes,36,3,3,1,4,3,0.54,0,1
1313,54,Female,IT,Sales Executive,4,10438,9,5,No,15,6,3,1,4,1,0.11,1,1
1314,58,Female,HR,HR Specialist,1,14711,6,1,No,13,6,3,4,4,3,0.63,1,0
1315,48,Female,Marketing,Technician,4,3082,10,9,Yes,30,1,1,2,1,3,1.0,0,1
1316,48,Male,Finance,Analyst,3,11673,3,4,No,10,1,2,2,2,3,0.0,0,1
1317,35,Female,Sales,Technician,5,2010,3,9,Yes,34,0,2,1,4,3,0.05,0,1
1318,29,Female,Marketing,Manager,2,4006,4,9,Yes,30,1,4,1,1,2,0.44,1,0
1319,49,Female,Sales,Analyst,2,13633,8,9,No,25,8,1,3,4,2,0.01,0,1
1320,44,Male,HR,Analyst,4,5529,0,5,Yes,6,8,3,4,2,4,0.33,1,1
